student_id,domain,domain_avg_score,domain_trend,domain_completion_rate,domain_overdue_count,ipsative_zscore,label
SYN-0518,language_literacy,48.7,stable,0.799,1,-0.429,Developing
SYN-0518,stem_logic,42.24,declining,0.608,0,-1.2871,Emerging
SYN-0518,creative_arts,53.99,stable,0.703,2,0.2721,Developing
SYN-0518,physical_movement,62.82,stable,0.805,2,1.444,Strength
SYN-0519,language_literacy,67.53,improving,0.947,0,-0.368,Developing
SYN-0519,stem_logic,89.46,stable,0.868,0,1.2099,Strength
SYN-0519,creative_arts,52.75,declining,0.578,2,-1.4324,Emerging
SYN-0519,physical_movement,80.85,declining,0.721,3,0.5906,Emerging
SYN-0520,language_literacy,44.22,stable,0.543,2,-0.274,Developing
SYN-0520,stem_logic,68.6,stable,0.552,1,1.3281,Developing
SYN-0520,creative_arts,26.73,declining,0.554,1,-1.423,Emerging
SYN-0520,physical_movement,54.0,stable,0.849,2,0.369,Developing
SYN-0521,language_literacy,51.63,stable,0.582,3,-0.0483,Developing
SYN-0521,stem_logic,53.07,stable,0.601,4,0.4608,Developing
SYN-0521,creative_arts,47.34,stable,0.526,2,-1.5664,Emerging
SYN-0521,physical_movement,55.03,improving,0.59,1,1.1539,Developing
SYN-0522,language_literacy,80.51,stable,0.911,0,-1.6641,Emerging
SYN-0522,stem_logic,90.18,stable,0.975,0,0.1088,Developing
SYN-0522,creative_arts,94.2,declining,1.0,0,0.8457,Emerging
SYN-0522,physical_movement,93.45,stable,0.89,0,0.7097,Strength
SYN-0523,language_literacy,83.59,stable,0.945,0,1.2714,Strength
SYN-0523,stem_logic,74.12,stable,0.676,2,-1.5314,Emerging
SYN-0523,creative_arts,79.57,improving,0.794,1,0.0828,Developing
SYN-0523,physical_movement,79.89,stable,0.849,0,0.1772,Developing
SYN-0524,language_literacy,87.73,improving,0.845,0,1.6862,Strength
SYN-0524,stem_logic,67.64,stable,0.768,3,-0.3806,Developing
SYN-0524,creative_arts,62.25,declining,0.65,2,-0.9354,Emerging
SYN-0524,physical_movement,67.74,stable,0.814,2,-0.3701,Developing
SYN-0525,language_literacy,58.69,stable,0.712,0,-0.8002,Emerging
SYN-0525,stem_logic,88.13,stable,0.826,0,1.1178,Strength
SYN-0525,creative_arts,52.96,declining,0.921,2,-1.1736,Emerging
SYN-0525,physical_movement,84.11,improving,1.0,0,0.856,Strength
SYN-0526,language_literacy,40.22,stable,0.554,4,-0.9534,Emerging
SYN-0526,stem_logic,43.23,stable,0.57,4,0.2352,Developing
SYN-0526,creative_arts,40.56,stable,0.483,4,-0.8194,Emerging
SYN-0526,physical_movement,46.52,declining,0.742,1,1.5376,Emerging
SYN-0527,language_literacy,25.62,declining,0.372,3,-1.6197,Emerging
SYN-0527,stem_logic,98.59,improving,1.0,0,0.8054,Strength
SYN-0527,creative_arts,73.21,declining,0.805,2,-0.0381,Emerging
SYN-0527,physical_movement,100.0,improving,1.0,0,0.8523,Strength
SYN-0528,language_literacy,61.14,stable,0.728,2,-1.0031,Emerging
SYN-0528,stem_logic,62.12,stable,0.769,1,-0.8936,Emerging
SYN-0528,creative_arts,74.62,improving,1.0,0,0.5031,Strength
SYN-0528,physical_movement,82.6,declining,0.738,1,1.3936,Emerging
SYN-0529,language_literacy,37.01,declining,0.528,3,-1.6141,Emerging
SYN-0529,stem_logic,65.12,stable,0.789,0,0.1687,Developing
SYN-0529,creative_arts,67.53,stable,0.759,1,0.3218,Developing
SYN-0529,physical_movement,80.17,declining,0.97,0,1.1236,Emerging
SYN-0530,language_literacy,48.35,stable,0.56,5,-1.2968,Emerging
SYN-0530,stem_logic,71.22,declining,0.923,1,-0.0529,Emerging
SYN-0530,creative_arts,100.0,improving,0.813,0,1.5129,Strength
SYN-0530,physical_movement,69.19,stable,0.756,1,-0.1631,Developing
SYN-0531,language_literacy,68.08,improving,0.639,2,0.7519,Developing
SYN-0531,stem_logic,67.39,declining,0.84,1,0.7082,Emerging
SYN-0531,creative_arts,60.0,stable,0.726,1,0.2363,Developing
SYN-0531,physical_movement,29.72,stable,0.509,4,-1.6963,Emerging
SYN-0532,language_literacy,55.22,improving,0.662,1,0.6378,Developing
SYN-0532,stem_logic,45.36,improving,0.575,3,-0.6211,Emerging
SYN-0532,creative_arts,60.07,improving,0.776,1,1.258,Strength
SYN-0532,physical_movement,40.24,declining,0.428,5,-1.2747,Emerging
SYN-0533,language_literacy,57.39,stable,0.689,1,-0.3757,Developing
SYN-0533,stem_logic,62.16,improving,0.782,1,0.2083,Developing
SYN-0533,creative_arts,72.4,stable,0.815,1,1.4624,Strength
SYN-0533,physical_movement,49.89,stable,0.648,2,-1.295,Emerging
SYN-0534,language_literacy,56.09,improving,0.579,3,-0.4846,Developing
SYN-0534,stem_logic,71.7,improving,1.0,0,0.7288,Strength
SYN-0534,creative_arts,44.46,declining,0.551,2,-1.3879,Emerging
SYN-0534,physical_movement,77.04,stable,0.834,1,1.1437,Strength
SYN-0535,language_literacy,61.38,declining,0.653,3,-0.4766,Emerging
SYN-0535,stem_logic,60.75,declining,0.761,1,-0.5124,Emerging
SYN-0535,creative_arts,56.85,declining,0.706,4,-0.7346,Emerging
SYN-0535,physical_movement,100.0,stable,1.0,0,1.7236,Strength
SYN-0536,language_literacy,92.48,stable,0.812,1,1.3872,Strength
SYN-0536,stem_logic,84.55,improving,0.892,3,0.5152,Strength
SYN-0536,creative_arts,71.36,stable,0.954,0,-0.9333,Emerging
SYN-0536,physical_movement,71.04,declining,0.688,1,-0.9691,Emerging
SYN-0537,language_literacy,78.46,improving,1.0,0,-0.1574,Developing
SYN-0537,stem_logic,80.1,improving,0.856,0,0.421,Developing
SYN-0537,creative_arts,74.64,declining,0.667,3,-1.5035,Emerging
SYN-0537,physical_movement,82.42,improving,0.763,2,1.2399,Strength
SYN-0538,language_literacy,62.29,stable,0.842,1,-1.4014,Emerging
SYN-0538,stem_logic,72.8,stable,0.871,1,-0.1933,Developing
SYN-0538,creative_arts,76.17,stable,0.847,1,0.1943,Developing
SYN-0538,physical_movement,86.67,stable,0.74,2,1.4003,Developing
SYN-0539,language_literacy,79.31,improving,0.948,1,1.5476,Strength
SYN-0539,stem_logic,63.91,declining,0.877,0,-1.1673,Emerging
SYN-0539,creative_arts,71.11,stable,0.926,1,0.1015,Developing
SYN-0539,physical_movement,67.8,stable,0.544,3,-0.4817,Developing
SYN-0540,language_literacy,81.96,stable,0.813,0,0.564,Strength
SYN-0540,stem_logic,52.64,declining,0.548,2,-1.4735,Emerging
SYN-0540,creative_arts,69.73,improving,0.747,1,-0.2859,Developing
SYN-0540,physical_movement,91.04,stable,1.0,0,1.1954,Strength
SYN-0541,language_literacy,45.88,stable,0.648,2,-1.5542,Emerging
SYN-0541,stem_logic,75.03,improving,0.613,1,0.8923,Developing
SYN-0541,creative_arts,74.7,improving,0.962,0,0.8644,Strength
SYN-0541,physical_movement,61.98,stable,0.84,0,-0.2025,Developing
SYN-0542,language_literacy,64.7,improving,0.682,2,-1.4351,Emerging
SYN-0542,stem_logic,74.67,stable,0.942,0,-0.1223,Developing
SYN-0542,creative_arts,76.98,improving,0.893,1,0.1816,Developing
SYN-0542,physical_movement,86.06,improving,0.848,1,1.3757,Strength
SYN-0543,language_literacy,50.05,stable,0.718,1,-1.6723,Emerging
SYN-0543,stem_logic,79.4,stable,0.829,1,0.7953,Strength
SYN-0543,creative_arts,78.78,stable,0.889,0,0.7437,Strength
SYN-0543,physical_movement,71.52,stable,0.934,0,0.1333,Developing
SYN-0544,language_literacy,58.77,stable,0.647,2,0.8163,Developing
SYN-0544,stem_logic,65.19,improving,0.937,1,1.1577,Strength
SYN-0544,creative_arts,22.05,stable,0.548,2,-1.1369,Emerging
SYN-0544,physical_movement,27.68,stable,0.413,1,-0.8371,Emerging
SYN-0545,language_literacy,38.0,declining,0.669,2,-0.4,Emerging
SYN-0545,stem_logic,63.82,stable,0.748,1,1.702,Developing
SYN-0545,creative_arts,32.22,improving,0.532,4,-0.8699,Emerging
SYN-0545,physical_movement,37.6,stable,0.648,2,-0.4321,Developing
SYN-0546,language_literacy,97.04,stable,0.883,0,1.6328,Strength
SYN-0546,stem_logic,80.36,declining,0.771,1,-0.0122,Emerging
SYN-0546,creative_arts,73.3,stable,0.81,0,-0.7087,Emerging
SYN-0546,physical_movement,71.24,declining,0.745,1,-0.9119,Emerging
SYN-0547,language_literacy,65.42,stable,0.738,1,-0.2795,Developing
SYN-0547,stem_logic,79.64,stable,1.0,0,0.3797,Developing
SYN-0547,creative_arts,40.74,declining,0.574,3,-1.4235,Emerging
SYN-0547,physical_movement,100.0,stable,1.0,0,1.3233,Strength
SYN-0548,language_literacy,66.97,stable,0.748,0,-0.5806,Emerging
SYN-0548,stem_logic,92.43,stable,0.817,1,1.4736,Strength
SYN-0548,creative_arts,59.47,declining,0.85,0,-1.1857,Emerging
SYN-0548,physical_movement,77.8,improving,1.0,0,0.2926,Developing
SYN-0549,language_literacy,23.09,declining,0.43,2,-1.2042,Emerging
SYN-0549,stem_logic,51.95,stable,0.827,1,-0.1168,Developing
SYN-0549,creative_arts,48.37,improving,0.59,3,-0.2516,Developing
SYN-0549,physical_movement,96.78,improving,1.0,0,1.5726,Strength
SYN-0550,language_literacy,97.19,improving,0.965,0,1.0593,Strength
SYN-0550,stem_logic,83.32,declining,0.747,1,-0.1109,Emerging
SYN-0550,creative_arts,92.04,improving,0.9,1,0.6248,Strength
SYN-0550,physical_movement,65.98,declining,0.676,0,-1.5732,Emerging
SYN-0551,language_literacy,36.06,stable,0.506,4,-1.3207,Emerging
SYN-0551,stem_logic,53.39,stable,0.462,5,1.1274,Emerging
SYN-0551,creative_arts,41.17,improving,0.479,5,-0.5983,Emerging
SYN-0551,physical_movement,51.01,improving,0.772,1,0.7916,Strength
SYN-0552,language_literacy,51.18,stable,0.662,1,-1.3148,Emerging
SYN-0552,stem_logic,58.85,improving,0.587,1,-0.1198,Developing
SYN-0552,creative_arts,69.25,stable,0.865,0,1.5009,Strength
SYN-0552,physical_movement,59.19,declining,0.779,1,-0.0663,Emerging
SYN-0553,language_literacy,71.18,declining,0.824,3,-1.4824,Emerging
SYN-0553,stem_logic,100.0,stable,0.898,0,1.1074,Strength
SYN-0553,creative_arts,95.36,stable,1.0,0,0.6904,Strength
SYN-0553,physical_movement,84.17,stable,0.909,0,-0.3154,Developing
SYN-0554,language_literacy,57.17,stable,0.754,0,-0.7843,Emerging
SYN-0554,stem_logic,60.29,declining,0.639,4,-0.3055,Emerging
SYN-0554,creative_arts,58.26,stable,0.619,1,-0.6165,Emerging
SYN-0554,physical_movement,73.38,improving,0.836,0,1.7063,Strength
SYN-0555,language_literacy,83.16,stable,0.807,0,1.0345,Strength
SYN-0555,stem_logic,82.76,improving,0.927,1,0.9649,Strength
SYN-0555,creative_arts,71.36,stable,0.79,1,-1.0074,Emerging
SYN-0555,physical_movement,71.45,stable,0.8,1,-0.992,Emerging
SYN-0556,language_literacy,71.96,stable,0.954,0,0.3135,Developing
SYN-0556,stem_logic,87.24,improving,1.0,0,1.397,Strength
SYN-0556,creative_arts,62.44,declining,0.564,1,-0.3617,Emerging
SYN-0556,physical_movement,48.53,declining,0.632,4,-1.3488,Emerging
SYN-0557,language_literacy,73.62,declining,0.759,2,1.1222,Emerging
SYN-0557,stem_logic,61.75,stable,0.66,1,-1.316,Emerging
SYN-0557,creative_arts,65.2,stable,0.735,3,-0.6068,Emerging
SYN-0557,physical_movement,72.05,improving,0.735,1,0.8006,Developing
SYN-0558,language_literacy,56.04,improving,0.718,3,0.8379,Developing
SYN-0558,stem_logic,53.22,stable,0.83,3,0.5872,Strength
SYN-0558,creative_arts,27.54,declining,0.36,6,-1.6968,Emerging
SYN-0558,physical_movement,49.67,stable,0.62,5,0.2718,Developing
SYN-0559,language_literacy,100.0,stable,0.966,1,1.0247,Strength
SYN-0559,stem_logic,95.49,improving,0.874,1,0.4691,Developing
SYN-0559,creative_arts,78.32,stable,0.88,1,-1.6453,Emerging
SYN-0559,physical_movement,92.91,stable,0.865,0,0.1515,Developing
SYN-0560,language_literacy,65.58,improving,0.746,1,-0.26,Developing
SYN-0560,stem_logic,68.17,stable,0.722,1,0.0794,Developing
SYN-0560,creative_arts,57.55,stable,0.608,1,-1.3079,Emerging
SYN-0560,physical_movement,78.97,improving,0.82,0,1.4885,Strength
SYN-0561,language_literacy,19.73,declining,0.418,2,-1.04,Emerging
SYN-0561,stem_logic,71.48,stable,0.847,0,1.5187,Strength
SYN-0561,creative_arts,25.84,declining,0.336,4,-0.738,Emerging
SYN-0561,physical_movement,46.02,stable,0.606,2,0.2594,Developing
SYN-0562,language_literacy,45.49,improving,0.614,2,-0.0727,Developing
SYN-0562,stem_logic,28.71,declining,0.607,1,-1.0535,Emerging
SYN-0562,creative_arts,74.5,stable,0.745,0,1.6239,Developing
SYN-0562,physical_movement,38.22,stable,0.587,4,-0.4978,Developing
SYN-0563,language_literacy,26.81,declining,0.623,3,-1.2946,Emerging
SYN-0563,stem_logic,40.06,stable,0.427,5,0.6925,Emerging
SYN-0563,creative_arts,43.53,declining,0.73,2,1.2129,Emerging
SYN-0563,physical_movement,31.37,declining,0.508,2,-0.6109,Emerging
SYN-0564,language_literacy,67.44,declining,0.665,1,1.5565,Emerging
SYN-0564,stem_logic,47.21,improving,0.62,2,-1.1203,Emerging
SYN-0564,creative_arts,56.57,stable,0.649,2,0.119,Developing
SYN-0564,physical_movement,51.48,stable,0.387,3,-0.5552,Emerging
SYN-0565,language_literacy,92.89,improving,0.901,0,1.0109,Strength
SYN-0565,stem_logic,68.05,stable,0.526,1,-1.4953,Emerging
SYN-0565,creative_arts,79.73,improving,1.0,0,-0.3167,Developing
SYN-0565,physical_movement,90.81,stable,1.0,0,0.8011,Strength
SYN-0566,language_literacy,52.63,stable,0.771,1,-0.7965,Emerging
SYN-0566,stem_logic,44.47,stable,0.558,4,-1.1492,Emerging
SYN-0566,creative_arts,100.0,improving,1.0,0,1.2485,Strength
SYN-0566,physical_movement,87.23,improving,0.937,0,0.6972,Strength
SYN-0567,language_literacy,75.59,improving,0.827,4,0.3444,Developing
SYN-0567,stem_logic,65.52,improving,0.786,1,-1.5566,Emerging
SYN-0567,creative_arts,73.79,improving,0.777,0,0.0045,Developing
SYN-0567,physical_movement,80.16,improving,0.814,1,1.2076,Strength
SYN-0568,language_literacy,74.42,declining,1.0,0,0.8725,Emerging
SYN-0568,stem_logic,59.05,stable,0.822,3,0.0495,Developing
SYN-0568,creative_arts,27.39,declining,0.298,3,-1.6466,Emerging
SYN-0568,physical_movement,71.66,improving,0.841,1,0.7246,Strength
SYN-0569,language_literacy,77.44,improving,0.881,0,1.4629,Strength
SYN-0569,stem_logic,56.35,stable,0.694,2,-0.8322,Emerging
SYN-0569,creative_arts,67.49,stable,0.826,2,0.3805,Developing
SYN-0569,physical_movement,54.7,stable,0.581,5,-1.0113,Emerging
SYN-0570,language_literacy,56.96,stable,0.64,1,-0.2675,Developing
SYN-0570,stem_logic,74.41,improving,1.0,0,1.682,Strength
SYN-0570,creative_arts,55.02,stable,0.6,2,-0.4847,Developing
SYN-0570,physical_movement,51.04,stable,0.49,5,-0.9297,Emerging
SYN-0571,language_literacy,67.5,declining,0.85,0,-0.1815,Emerging
SYN-0571,stem_logic,75.58,stable,0.925,0,0.6744,Strength
SYN-0571,creative_arts,54.6,declining,0.779,0,-1.5485,Emerging
SYN-0571,physical_movement,79.18,stable,0.847,1,1.0556,Strength
SYN-0572,language_literacy,89.26,improving,1.0,0,1.6653,Strength
SYN-0572,stem_logic,55.45,declining,0.716,1,-0.4598,Emerging
SYN-0572,creative_arts,47.13,declining,0.681,4,-0.9828,Emerging
SYN-0572,physical_movement,59.23,stable,0.813,3,-0.2227,Developing
SYN-0573,language_literacy,53.69,declining,0.695,2,-1.0588,Emerging
SYN-0573,stem_logic,63.65,declining,0.707,4,-0.0615,Emerging
SYN-0573,creative_arts,59.27,declining,0.736,2,-0.5,Emerging
SYN-0573,physical_movement,80.46,declining,0.923,0,1.6202,Emerging
SYN-0574,language_literacy,68.71,stable,0.861,2,-0.1625,Developing
SYN-0574,stem_logic,59.41,stable,0.738,3,-1.4811,Emerging
SYN-0574,creative_arts,78.92,improving,0.643,1,1.2849,Developing
SYN-0574,physical_movement,72.39,improving,0.984,1,0.3587,Developing
SYN-0575,language_literacy,37.51,declining,0.443,4,-1.2202,Emerging
SYN-0575,stem_logic,76.34,improving,0.842,1,1.5245,Strength
SYN-0575,creative_arts,56.37,declining,0.762,4,0.113,Emerging
SYN-0575,physical_movement,48.87,stable,0.877,4,-0.4173,Developing
SYN-0576,language_literacy,83.23,stable,1.0,1,1.7305,Strength
SYN-0576,stem_logic,73.71,improving,0.809,2,-0.5542,Emerging
SYN-0576,creative_arts,73.34,stable,0.792,1,-0.644,Emerging
SYN-0576,physical_movement,73.81,stable,0.852,1,-0.5324,Emerging
SYN-0577,language_literacy,87.03,stable,1.0,0,0.5693,Strength
SYN-0577,stem_logic,87.52,declining,0.958,0,0.6248,Emerging
SYN-0577,creative_arts,66.79,declining,0.899,1,-1.7312,Emerging
SYN-0577,physical_movement,86.75,improving,1.0,0,0.5371,Strength
SYN-0578,language_literacy,69.88,improving,0.719,1,0.2101,Developing
SYN-0578,stem_logic,78.98,stable,0.799,0,0.8314,Strength
SYN-0578,creative_arts,42.08,declining,0.516,2,-1.6874,Emerging
SYN-0578,physical_movement,76.26,stable,0.929,1,0.6459,Strength
SYN-0579,language_literacy,62.94,improving,0.601,3,-1.4002,Emerging
SYN-0579,stem_logic,68.95,stable,0.8,1,-0.3503,Developing
SYN-0579,creative_arts,73.45,declining,1.0,0,0.4368,Emerging
SYN-0579,physical_movement,78.47,stable,0.844,1,1.3138,Strength
SYN-0580,language_literacy,82.08,stable,0.906,0,1.3969,Strength
SYN-0580,stem_logic,53.77,stable,0.577,4,-1.1529,Emerging
SYN-0580,creative_arts,71.74,declining,0.78,1,0.4653,Emerging
SYN-0580,physical_movement,58.7,declining,0.819,3,-0.7092,Emerging
SYN-0581,language_literacy,67.77,stable,0.775,1,-0.6055,Emerging
SYN-0581,stem_logic,84.49,improving,0.948,0,1.0979,Strength
SYN-0581,creative_arts,81.84,improving,0.83,1,0.8278,Strength
SYN-0581,physical_movement,60.75,stable,0.668,2,-1.3201,Emerging
SYN-0582,language_literacy,76.65,stable,0.789,2,0.2059,Developing
SYN-0582,stem_logic,77.67,stable,0.902,1,0.2878,Developing
SYN-0582,creative_arts,53.86,stable,0.685,1,-1.6167,Emerging
SYN-0582,physical_movement,88.11,stable,0.918,2,1.123,Strength
SYN-0583,language_literacy,52.34,declining,0.632,3,1.3954,Emerging
SYN-0583,stem_logic,46.81,declining,0.583,4,-0.115,Emerging
SYN-0583,creative_arts,47.75,improving,0.756,3,0.1408,Developing
SYN-0583,physical_movement,42.04,declining,0.617,1,-1.4212,Emerging
SYN-0584,language_literacy,51.49,improving,0.699,3,-0.7398,Emerging
SYN-0584,stem_logic,49.71,stable,0.636,2,-1.0875,Emerging
SYN-0584,creative_arts,57.13,improving,0.732,4,0.3657,Developing
SYN-0584,physical_movement,62.73,improving,0.748,3,1.4616,Developing
SYN-0585,language_literacy,58.58,stable,0.665,3,0.8205,Developing
SYN-0585,stem_logic,35.86,stable,0.503,2,-1.5681,Emerging
SYN-0585,creative_arts,59.49,declining,0.677,2,0.9162,Emerging
SYN-0585,physical_movement,49.17,stable,0.605,1,-0.1686,Developing
SYN-0586,language_literacy,87.72,improving,0.864,1,1.5928,Strength
SYN-0586,stem_logic,62.22,declining,0.785,0,-1.106,Emerging
SYN-0586,creative_arts,68.04,declining,0.667,1,-0.4895,Emerging
SYN-0586,physical_movement,72.7,stable,0.716,2,0.0027,Developing
SYN-0587,language_literacy,79.95,stable,0.925,1,1.1204,Strength
SYN-0587,stem_logic,75.31,stable,0.767,3,0.7221,Strength
SYN-0587,creative_arts,50.16,declining,0.682,3,-1.434,Emerging
SYN-0587,physical_movement,62.12,improving,0.771,1,-0.4085,Developing
SYN-0588,language_literacy,42.55,stable,0.611,0,-1.7046,Emerging
SYN-0588,stem_logic,61.72,improving,0.689,3,0.5321,Developing
SYN-0588,creative_arts,60.05,improving,0.61,3,0.3373,Developing
SYN-0588,physical_movement,64.32,stable,0.701,1,0.8352,Developing
SYN-0589,language_literacy,51.63,improving,0.535,1,-0.3698,Developing
SYN-0589,stem_logic,50.9,stable,0.675,1,-0.4148,Developing
SYN-0589,creative_arts,85.21,improving,0.851,0,1.693,Strength
SYN-0589,physical_movement,42.87,improving,0.656,1,-0.9083,Emerging
SYN-0590,language_literacy,77.59,stable,0.863,1,-1.6695,Emerging
SYN-0590,stem_logic,93.78,declining,1.0,1,0.1242,Emerging
SYN-0590,creative_arts,99.26,stable,0.909,0,0.7319,Strength
SYN-0590,physical_movement,100.0,stable,1.0,0,0.8134,Strength
SYN-0591,language_literacy,100.0,stable,1.0,0,0.9221,Strength
SYN-0591,stem_logic,100.0,stable,1.0,1,0.9221,Strength
SYN-0591,creative_arts,87.46,improving,0.915,0,-0.3749,Developing
SYN-0591,physical_movement,76.88,declining,0.879,2,-1.4693,Emerging
SYN-0592,language_literacy,87.43,improving,0.917,0,0.8894,Strength
SYN-0592,stem_logic,76.75,declining,0.74,2,-0.0246,Emerging
SYN-0592,creative_arts,85.89,declining,0.802,2,0.758,Emerging
SYN-0592,physical_movement,58.1,stable,0.645,2,-1.6229,Emerging
SYN-0593,language_literacy,49.11,stable,0.729,2,0.2699,Developing
SYN-0593,stem_logic,40.53,stable,0.373,4,-0.3621,Emerging
SYN-0593,creative_arts,27.38,declining,0.357,3,-1.3308,Emerging
SYN-0593,physical_movement,64.75,improving,0.713,2,1.423,Developing
SYN-0594,language_literacy,81.83,stable,0.882,0,-1.1667,Emerging
SYN-0594,stem_logic,85.34,stable,1.0,0,-0.6661,Emerging
SYN-0594,creative_arts,92.88,stable,0.949,0,0.4088,Developing
SYN-0594,physical_movement,100.0,stable,0.83,0,1.4241,Strength
SYN-0595,language_literacy,69.09,stable,0.737,1,-1.509,Emerging
SYN-0595,stem_logic,79.81,declining,0.866,0,0.2497,Emerging
SYN-0595,creative_arts,86.15,improving,0.855,0,1.2883,Strength
SYN-0595,physical_movement,78.12,declining,0.815,1,-0.029,Emerging
SYN-0596,language_literacy,57.9,declining,0.663,4,-1.1362,Emerging
SYN-0596,stem_logic,90.73,improving,1.0,0,1.5699,Strength
SYN-0596,creative_arts,65.73,declining,0.902,0,-0.4911,Emerging
SYN-0596,physical_movement,72.38,stable,0.694,2,0.0575,Developing
SYN-0597,language_literacy,63.29,stable,0.728,1,-0.3674,Developing
SYN-0597,stem_logic,59.27,stable,0.65,1,-1.2149,Emerging
SYN-0597,creative_arts,72.34,stable,0.66,1,1.5452,Developing
SYN-0597,physical_movement,65.2,improving,0.644,4,0.037,Developing
SYN-0598,language_literacy,68.14,declining,0.788,0,1.3902,Emerging
SYN-0598,stem_logic,51.7,declining,0.732,3,-1.3226,Emerging
SYN-0598,creative_arts,61.92,declining,0.683,3,0.3636,Emerging
SYN-0598,physical_movement,57.1,stable,0.832,1,-0.4312,Developing
SYN-0599,language_literacy,90.09,improving,0.891,0,1.6423,Strength
SYN-0599,stem_logic,79.68,stable,0.865,1,-1.0292,Emerging
SYN-0599,creative_arts,83.14,stable,1.0,0,-0.1401,Developing
SYN-0599,physical_movement,81.85,declining,1.0,0,-0.473,Emerging
SYN-0600,language_literacy,72.06,stable,0.847,2,0.8546,Strength
SYN-0600,stem_logic,38.17,declining,0.523,1,-0.9559,Emerging
SYN-0600,creative_arts,77.31,improving,0.962,0,1.1348,Strength
SYN-0600,physical_movement,36.72,declining,0.596,2,-1.0335,Emerging
SYN-0601,language_literacy,69.76,improving,0.945,1,0.8019,Strength
SYN-0601,stem_logic,72.11,stable,0.913,0,0.9028,Strength
SYN-0601,creative_arts,14.0,stable,0.397,7,-1.5902,Emerging
SYN-0601,physical_movement,48.4,stable,0.601,1,-0.1145,Developing
SYN-0602,language_literacy,100.0,stable,0.923,0,0.9904,Strength
SYN-0602,stem_logic,100.0,stable,1.0,0,0.9904,Strength
SYN-0602,creative_arts,93.57,declining,0.828,2,-1.1858,Emerging
SYN-0602,physical_movement,94.73,stable,0.929,0,-0.795,Emerging
SYN-0603,language_literacy,87.88,stable,1.0,0,0.3365,Developing
SYN-0603,stem_logic,100.0,stable,0.897,0,0.8215,Strength
SYN-0603,creative_arts,93.17,stable,0.947,0,0.5483,Strength
SYN-0603,physical_movement,36.84,declining,0.219,4,-1.7063,Emerging
SYN-0604,language_literacy,45.56,declining,0.585,3,-0.6316,Emerging
SYN-0604,stem_logic,37.84,stable,0.583,3,-1.2858,Emerging
SYN-0604,creative_arts,61.56,stable,0.672,1,0.7246,Developing
SYN-0604,physical_movement,67.09,improving,0.88,0,1.1928,Strength
SYN-0605,language_literacy,92.27,improving,1.0,0,0.8463,Strength
SYN-0605,stem_logic,83.4,stable,1.0,0,-0.5525,Emerging
SYN-0605,creative_arts,93.65,stable,1.0,0,1.0646,Strength
SYN-0605,physical_movement,78.29,improving,0.942,0,-1.3584,Emerging
SYN-0606,language_literacy,67.42,stable,0.824,0,1.1758,Strength
SYN-0606,stem_logic,64.55,declining,0.678,2,0.3629,Emerging
SYN-0606,creative_arts,63.4,stable,0.864,1,0.0375,Developing
SYN-0606,physical_movement,57.71,stable,0.542,2,-1.5762,Emerging
SYN-0607,language_literacy,91.78,stable,0.898,0,0.483,Developing
SYN-0607,stem_logic,100.0,stable,0.927,0,1.1498,Strength
SYN-0607,creative_arts,84.95,declining,0.987,0,-0.0709,Emerging
SYN-0607,physical_movement,66.56,stable,0.9,0,-1.5619,Emerging
SYN-0608,language_literacy,53.3,stable,0.585,4,0.1861,Developing
SYN-0608,stem_logic,56.86,stable,0.691,3,0.838,Developing
SYN-0608,creative_arts,55.88,stable,0.762,3,0.6581,Strength
SYN-0608,physical_movement,43.12,stable,0.669,0,-1.6823,Emerging
SYN-0609,language_literacy,46.66,declining,0.71,2,-1.4964,Emerging
SYN-0609,stem_logic,73.11,declining,1.0,0,0.5771,Emerging
SYN-0609,creative_arts,62.57,improving,0.677,0,-0.2493,Developing
SYN-0609,physical_movement,80.66,improving,0.985,1,1.1686,Strength
SYN-0610,language_literacy,48.83,improving,0.617,3,0.5641,Developing
SYN-0610,stem_logic,55.02,improving,0.596,3,1.047,Developing
SYN-0610,creative_arts,41.57,declining,0.663,1,-0.0031,Emerging
SYN-0610,physical_movement,21.03,declining,0.444,2,-1.608,Emerging
SYN-0611,language_literacy,70.11,stable,0.829,1,-0.5593,Emerging
SYN-0611,stem_logic,63.51,stable,0.748,2,-1.3481,Emerging
SYN-0611,creative_arts,84.09,stable,1.0,1,1.1131,Strength
SYN-0611,physical_movement,81.42,stable,0.774,2,0.7942,Strength
SYN-0612,language_literacy,64.58,stable,0.689,4,-0.518,Emerging
SYN-0612,stem_logic,72.97,stable,0.786,1,1.3174,Strength
SYN-0612,creative_arts,69.31,stable,0.766,1,0.5159,Strength
SYN-0612,physical_movement,60.93,stable,0.73,4,-1.3153,Emerging
SYN-0613,language_literacy,71.1,stable,0.711,5,-1.044,Emerging
SYN-0613,stem_logic,88.03,improving,1.0,0,1.2377,Strength
SYN-0613,creative_arts,72.01,declining,0.916,2,-0.9212,Emerging
SYN-0613,physical_movement,84.25,stable,0.813,0,0.7275,Strength
SYN-0614,language_literacy,100.0,stable,0.986,0,1.2146,Strength
SYN-0614,stem_logic,75.37,stable,0.885,0,-1.4538,Emerging
SYN-0614,creative_arts,85.86,stable,0.781,3,-0.3177,Developing
SYN-0614,physical_movement,93.93,improving,0.923,0,0.5569,Strength
SYN-0615,language_literacy,80.45,stable,1.0,0,1.3866,Strength
